From2092,GPTotTime
1343,39.69
1344,40.67
1345,39.07
1346,38.95
1347,37.53
1348,38.08
1349,37.09
1350,36.3
1351,40.43
1352,38
1353,37.6
1354,36.24
1355,36.11
1356,34.99
1357,34.39
1358,33.24
1359,34.8
1360,34.35
1361,32.88
1362,33.7
1363,32.85
1364,32.41
1365,36.04
1366,33.44
1367,34.59
1368,31.63
1369,30.86
1370,30.7
1371,30.34
1372,29.32
1373,32.49
1374,30.07
1375,30.24
1376,29.93
1377,31
1378,30.95
1379,28.76
1380,28.66
1381,27.89
1382,27.24
1383,26.99
1384,26.16
1385,26.83
1386,26.01
1387,25.52
1388,31.31
1389,30.7
1390,29.68
1391,29.43
1392,28.69
1393,29.18
1394,27.83
1395,27.69
1396,27.2
1397,26.36
1398,25.25
1399,32.36
1400,30.66
1401,32.26
1402,29.39
1403,28.28
1404,29.39
1405,30.12
1406,26.63
1407,25.78
1408,24.48
1409,25.34
1410,24.67
1411,24.95
1412,26.38
1413,23.88
1414,24.96
1415,22.72
1416,21.41
1417,33.62
1418,33.42
1419,26.2
1420,36.47
1421,36.34
1422,36.81
1423,35.76
1424,36.99
1425,35.97
1426,34.41
1427,34.69
1428,34.32
1429,34.75
1430,35.17
1431,33.29
1432,34.27
1433,33.25
1434,34.14
1435,34.17
1436,32.4
1437,32.48
1438,33.04
1439,32.5
1440,31.56
1441,31.26
1442,32.42
1443,30.34
1444,32.25
1445,32.28
1446,30.12
1447,30.9
1448,28.85
1449,28.91
1450,28.26
1451,28.45
1452,25.32
1453,27.37
1454,28.13
1455,34.01
1456,33.02
1457,31.99
1458,32.19
1459,31.45
1460,30.99
1461,33.36
1462,28.49
1463,32.63
1464,31.23
1465,28.38
1466,29
1467,29.74
1468,31.45
1469,30.29
1470,30.45
1471,29.36
1472,29.59
1473,28.31
1474,30.28
1475,28.92
1476,28.77
1477,27.21
1478,26.8
1479,25.53
1480,23.85
1481,30.44
1482,30.83
1483,31.5
1484,30.32
1485,30.22
1486,30.6
1487,29.29
1488,28.91
1489,29.02
1490,27
1491,27.85
1492,27.01
1493,30.62
1494,28.53
1495,28.87
1496,26.86
1497,27.78
1498,26.25
1499,26.6
1500,28.85
1501,27.66
1502,27.68
1503,26.6
1504,25.24
1505,26.58
1506,25.3
1507,24.01
1508,26.62
1509,26.78
1510,26.08
1511,24.02
1512,22.78
1513,24.16
1514,23.73
1515,23.66
1516,22.16
1517,27.18
1518,27.77
1519,26.66
1520,26.81
1521,26.07
1522,25.83
1523,25.38
1524,24.87
1525,26.89
1526,27.75
1527,26.35
1528,26.65
1529,27.24
1530,25.91
1531,26.43
1532,27.19
1533,27.27
1534,25.8
1535,26.16
1536,25.68
1537,25.84
1538,25.21
1539,24.89
1540,25.71
1541,25.36
1542,24.65
1543,24.24
1544,25.47
1545,24.83
1546,25.08
1547,23.96
1548,24.35
1549,23.28
1550,25.15
1551,24.2
1552,23.16
1553,24.31
1554,24.57
1555,22.96
1556,22.14
1557,23.36
1558,22.61
1559,23.05
1560,22.84
1561,21.22
1562,21
1563,21.2
1564,19.5
1565,24.35
1566,23.25
1567,22.69
1568,22.74
1569,22.22
1570,21.88
1571,21.29
1572,21.23
1573,21.45
1574,20.77
1575,20.77
1576,19.46
1577,18.27
1578,19.44
1579,24.63
1580,23.47
1581,22.08
1582,22.02
1583,21.6
1584,21.17
1585,20.44
1586,20.58
1587,19.6
1588,18.38
1589,20.31
1590,19.8
1591,19.38
1592,18.98
1593,19.56
1594,20.83
1595,18.57
1596,20.96
1597,19.64
1598,18.43
1599,17.75
1600,16.49
1601,15.8
1602,16.59
1603,17.75
1604,13.86
1605,22.2
1606,20.58
1607,19.78
1608,25.23
1609,21.36
1610,21.38
1611,20.87
1612,20.66
1613,18.56
1614,18.65
1615,18.25
1616,18.04
1617,19.53
1618,18.67
1619,17.52
1620,17.97
1621,18.14
1622,17.44
1623,17.12
1624,15.3
1625,16
1626,19.3
1627,18.12
1628,16.23
1629,15.32
1630,15.51
1631,11.72
1632,27.53
1633,28.64
1634,26.6
1635,27.07
1636,26.71
1637,27.23
1638,28.42
1639,29.19
1640,27.71
1641,27.72
1642,25.9
1643,26.81
1644,30.12
1645,30.49
1646,29.77
1647,30.82
1648,30.04
1649,31.07
1650,31.92
1651,32.64
1652,32.12
1653,32.66
1654,33.67
1655,32.41
1656,34.88
1657,35.28
1658,34.31
1659,36.84
1660,32.71
1661,33.84
1662,34.55
1663,35.66
1664,36.95
1665,35.99
1666,37.53
1667,33.78
1668,33.05
1669,24.92
1670,24.58
1671,24.67
1672,24.54
1673,23.15
1674,23.91
1675,26.49
1676,23.76
1677,26.38
1678,26.58
1679,28.18
1680,28.39
1681,27.02
1682,27.34
1683,32.59
1684,29.67
1685,31.6
1686,28.7
1687,32.27
1688,33.19
1689,33.45
1690,23.93
1691,24.4
1692,24.54
1693,24.66
1694,25.82
1695,27.15
1696,26.53
1697,28.33
1698,29.25
1699,27.29
1700,28.32
1701,29.99
1702,31.45
1703,23.77
1704,22.95
1705,21.71
1706,23.52
1707,24.11
1708,24.86
1709,22.59
1710,24.01
1711,24.23
1712,21.83
1713,23.81
1714,25.86
1715,25.72
1716,24.49
1717,24.84
1718,27.16
1719,28.05
1720,29.84
1721,29.81
1722,25.33
1723,26.61
1724,28.83
1725,29.48
1726,29.39
1727,21.37
1728,20.43
1729,19.88
1730,21.06
1731,21.48
1732,22.22
1733,20.16
1734,20.34
1735,19.33
1736,19.69
1737,21
1738,22.16
1739,20.27
1740,21.26
1741,22.86
1742,22.09
1743,23.47
1744,25.69
1745,27.6
1746,25.28
1747,18.92
1748,19.63
1749,19.63
1750,17.49
1751,19.1
1752,19.73
1753,20.41
1754,19.12
1755,21.1
1756,22.51
1757,21.48
1758,21.63
1759,23.01
1760,18.03
1761,18.3
1762,16.55
1763,17.71
1764,20.09
1765,21.53
1766,20.82
1767,19.73
1768,20.41
1769,20.21
1770,18.92
1771,14.81
1772,16.89
1773,13.53
1774,20.54
1775,17.5
1776,18.46
1777,18.37
1778,16.04
1779,15.44
1780,13.41
1781,16.32
1782,48.17
1783,10001
1784,58.83
1785,42.54
1786,55.56
1787,62.29
1788,39.27
1789,47.14
1790,10002
1791,44.47
1792,10002
1793,38.43
1794,33.51
1795,36.6
1796,33.62
1797,32.61
1798,33.44
1799,10002
1800,10002
1801,32.53
1802,33.9
1803,36.22
1804,35.13
1805,35.25
1806,33.9
1807,33.42
1808,36.78
1809,10002
1810,10002
1811,38.23
1812,10002
1813,33.31
1814,32.81
1815,31.97
1816,32.82
1817,31.45
1818,10002
1819,34.67
1820,33.22
1821,32.03
1822,33.59
1823,31.95
1824,31.07
1825,31.93
1826,32.7
1827,33.32
1828,31.08
1829,32.28
1830,33.51
1831,29.78
1832,30.41
1833,30.24
1834,10002
1835,28.45
1836,28.78
1837,33.5
1838,31.24
1839,30.82
1840,10002
1841,30.37
1842,29.67
1843,27.33
1844,10002
1845,26.72
1846,10002
1847,26.17
1848,10002
1849,25.41
1850,25.8
1851,26.79
1852,10002
1853,29.13
1854,29.31
1855,26.74
1856,28.61
1857,25.31
1858,25.97
1859,10002
1860,10002
1861,10002
1862,28.24
1863,10002
1864,10002
1865,31.95
1866,31.1
1867,30.3
1868,29.5
1869,31.54
1870,32.31
1871,33.17
1872,33.81
1873,32.01
1874,32.7
1875,30.93
1876,30.06
1877,30.6
1878,30.23
1879,29.97
1880,10002
1881,27.83
1882,28.99
1883,29.41
1884,28.27
1885,28.83
1886,10002
1887,27.28
1888,28.23
1889,10002
1890,26.69
1891,26.12
1892,10002
1893,27.94
1894,10002
1895,25.64
1896,24.33
1897,25.09
1898,27.96
1899,25.69
1900,23.61
1901,22.81
1902,23.7
1903,26.61
1904,22.24
1905,21.16
1906,23.2
1907,24.12
1908,21.93
1909,23.71
1910,24.14
1911,24.65
1912,28.26
1913,35.86
1914,36.4
1915,32.7
1916,30.7
1917,28.37
1918,26.71
1919,26.94
1920,28.13
1921,25.82
1922,25.88
1923,26.63
1924,25.01
1925,25.4
1926,26.09
1927,27.23
1928,24.91
1929,23.79
1930,23.96
1931,26.3
1932,22.93
1933,21.99
1934,23.11
1935,24.77
1936,24.31
1937,24.13
1938,21.45
1939,20.85
1940,19.53
1941,21.1
1942,22.87
1943,21.37
1944,25
1945,20.89
1946,24.21
1947,20.49
1948,22.99
1949,23.03
1950,18.98
1951,20.1
1952,20.41
1953,21.88
1954,19.85
1955,20.5
1956,18.47
1957,19.87
1958,17.57
1959,18.83
1960,17.02
1961,17.86
1962,18.25
1963,16.93
1964,16.3
1965,16.55
1966,15.52
1967,15.45
1968,14.67
1969,15.95
1970,17.16
1971,15.94
1972,16.08
1973,15.54
1974,17.96
1975,18.5
1976,21.65
1977,21.99
1978,16.51
1979,18.28
1980,16.13
1981,20.29
1982,21.48
1983,14.7
1984,12.28
1985,14.62
1986,14.71
1987,13.89
1988,17.17
1989,20.8
1990,19.82
1991,21.25
1992,17.94
1993,14.6
1994,12.88
1995,12.43
1996,12.28
1997,10.76
1998,13.45
1999,13.58
2000,8.05
2001,9.91
2002,11.1
2003,10.15
2004,10.26
2005,10.97
2006,7.48
2007,7.8
2008,7.67
2009,6.92
2010,5.68
2011,7.69
2012,9.46
2013,12.63
2014,12.73
2015,13.31
2016,12.28
2017,11.62
2018,11.84
2019,11.92
2020,11.74
2021,11.88
2022,15.38
2023,10.85
2024,10.72
2025,9.99
2026,10.07
2027,10.14
2028,11.56
2029,11.89
2030,10.63
2031,10.87
2032,10
2033,11.73
2034,11.45
2035,10.41
2036,10.14
2037,9.96
2038,9.76
2039,9.37
2040,8.99
2041,7.89
2042,8.17
2043,9.22
2044,9.19
2045,8.85
2046,9.28
2047,8.34
2048,7.83
2049,9.19
2050,7.56
2051,7.3
2052,6.42
2053,6.45
2054,5.49
2055,5.21
2056,5.19
2057,11.23
2058,10.06
2059,11.3
2060,9.98
2061,9.34
2062,11.98
2063,10.07
2064,11.13
2065,8.37
2066,6.5
2067,5.84
2068,6.7
2069,7.6
2070,9.54
2071,8.37
2072,7.45
2073,6.32
2074,10.51
2075,9.47
2076,8.72
2077,7.66
2078,6.79
2079,10.02
2080,8.8
2081,8.12
2082,7.41
2083,15.32
2084,8.78
2085,5.28
2086,6.27
2087,4.51
2088,6.44
2089,6.33
2090,5.94
2091,3.32
2092,2.64
2093,4.64
2094,4.21
2095,2.93
2096,4.93
2097,4.91
2098,5.87
2099,5.91
2100,5.92
2101,6.89
2102,6.56
2103,6.93
2104,8.4
2105,8.37
2106,6.5
2107,7.06
2108,7.13
2109,9.47
2110,6.54
2111,6.67
2112,7.57
2113,7.06
2114,8.36
2115,7.78
2116,9.6
2117,8.78
2118,8.77
2119,15.9
2120,13.26
2121,15.48
2122,16.84
2123,12.44
2124,13.63
2125,16.02
2126,11.64
2127,13.48
2128,19.62
2129,17.37
2130,18.39
2131,16.05
2132,17.26
2133,18.39
2134,15.59
2135,16.5
2136,14.48
2137,15.28
2138,16.66
2139,12.49
2140,12.16
2141,12.93
2142,13.87
2143,14.73
2144,12.54
2145,14.34
2146,15.03
2147,15.58
2148,14.46
2149,12.92
2150,14.83
